,Mom   ,Mkt-RF,SMB,HML,RMW,CMA,RF,CPIAUCSL,XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLK,XLU
1999-03-09,0.46,-0.23,0.08,-0.33,-0.12,-0.32,0.018,0.0006069802917769707,0.0027106885857377527,0.001148439080616459,-0.010840453507266368,0.008047419648610887,-0.007790704742034915,0.004926060644920405,-0.008651986283457536,-0.010564021987778727,-0.0027514616316421936
1999-03-10,-1.29,0.52,-0.02,-0.15,-0.71,0.1,0.018,0.0006069802917769707,-0.0027106885857377527,-0.01096068322204502,0.05564348458265789,0.018326246412067704,0.008898361051640435,-0.0018448144540776923,0.013664585195572343,0.0,-0.003311318812468489
1999-03-11,-0.14,0.73,-0.77,-0.01,-0.02,0.11,0.018,0.0006069802917769707,0.010798856518511535,0.009812244141428561,0.014075554804900747,0.0048312425597081265,0.006622142085266791,0.0012305298873935833,0.010657458303065415,-0.0017711158031894492,0.007709802880740746
1999-03-12,-0.79,-0.32,-0.35,1.14,-0.09,0.51,0.018,0.0006069802917769707,0.0042869956989251,0.008579207617062767,-0.0038192762454953844,0.0018056779863662165,-0.005515125094312623,0.0030680094640032074,-0.004249226004518825,-0.008904971611404466,0.010911339353009364
1999-03-15,0.7,0.94,-0.49,-0.75,-0.48,-0.48,0.018,0.0006069802917769707,0.0021372357254039187,0.008505544052562541,-0.007682217571921335,0.0030021126724428804,0.003312548416813055,-0.0024537248973190984,0.0021264513933427764,0.015972048163687802,0.0027093130117550324
1999-03-16,0.18,-0.15,-0.24,-0.57,0.19,-0.25,0.018,0.0006069802917769707,-0.005350670673875957,0.00450729994034571,-0.0051551428831624335,-0.014493126220584962,-0.002207243539613657,-0.006779637214732848,-0.004258045686837075,0.01701946986057079,-0.0037954032709301977
1999-03-17,-0.79,-0.55,0.14,0.76,-0.84,0.0,0.018,0.0006069802917769707,-0.004300735548736778,-0.01700726176763201,0.02551208336212829,-0.00855238452049445,-0.005539959699215391,-0.0018571377253313592,-0.002848982205868822,-0.006511519885399775,-0.009276979521804396
1999-03-18,-0.16,1.27,-1.19,-0.12,-0.08,-0.37,0.018,0.0006069802917769707,0.017094190229514084,0.01700726176763201,0.012515500670596147,0.02304551074107941,0.01379301696146884,0.0024752200981872363,0.02117245142835511,0.01384122457943704,0.014694309850819653
1999-03-19,-0.02,-1.32,0.48,0.66,-0.19,0.35,0.018,0.0006069802917769707,-0.013855962712392866,-0.004438349934407615,-0.01018793281560093,-0.01916840619868987,-0.0043928675503188686,0.0061941235807996264,0.001259897559155565,-0.024349174554608055,-0.018609113329446814
1999-03-22,-0.56,-0.33,-0.46,0.2,-0.86,0.92,0.018,0.0006069802917769707,-0.010811239331578015,-0.0005652807141807159,0.006285980526526291,0.0024479465967659486,-0.0027555202524962574,-0.00742520208463926,0.0027959624830806717,0.0,0.003318490029336374
1999-03-23,-0.16,-2.64,0.62,0.87,0.73,0.94,0.018,0.0006069802917769707,-0.03090745674280848,-0.028704625275648432,-0.017699519689927445,-0.03482935437200263,-0.02798164702039685,-0.023886509310655057,-0.02544326529697649,-0.02947950096451457,-0.0319804288273291
1999-03-24,-0.33,0.51,-0.52,-0.28,0.3,-0.57,0.018,0.0006069802917769707,-0.007878743133491017,-0.000582654421829254,-0.0051148596273109526,-0.00253450511942388,0.004529977723592982,-0.0025469865793517066,0.0007156691608734,0.019304808337296198,0.013590763218232382
